Symbol,Earnings Date,Reported EPS,Surprise(%),Return_1D_%,Return_5D_%,Return_30D_%
A,2026-02-25 16:00:00-05:00,1.36,-0.6,0.3389195598925718,-2.364225629552754,-4.668481663001717
A,2025-11-24 16:00:00-05:00,1.59,0.37,-1.8002591889823338,-5.050890958471968,-5.3527680562687845
A,2025-08-27 16:00:00-04:00,1.37,0.17,0.5601849281039906,3.032975454469956,9.550527702605416
A,2025-05-28 16:00:00-04:00,1.31,3.62,-1.200560550403023,0.5826323624016209,6.226066843150321
A,2025-02-26 16:00:00-05:00,1.31,2.99,0.661003355696149,-0.4170508816026788,-21.18166579906173
A,2024-11-25 16:00:00-05:00,1.46,3.9,2.8056909931766105,4.338775385406209,5.836387624425531
A,2024-08-21 16:00:00-04:00,1.32,4.93,0.4635535093903318,1.6473983656420763,3.552130324985024
A,2024-05-29 16:00:00-04:00,1.22,2.42,-0.7684867142275237,1.0653076906929424,-0.1269647039066589
A,2024-02-27 16:00:00-05:00,1.29,4.68,0.2554763754034307,6.722139982879866,6.003615509641265
A,2023-11-20 16:00:00-05:00,1.38,3.02,0.0564990680320304,2.961605228557396,5.536494570693667
A,2023-08-15 16:00:00-04:00,1.43,4.55,-0.4202367122278849,-1.837504491210452,-7.712582303016329
A,2023-05-23 16:00:00-04:00,1.27,0.63,-1.2397685914967942,-3.9093957545001294,-1.9869096291655124
A,2023-02-28 16:00:00-05:00,1.37,4.46,3.025229768568399,2.465268203100348,2.90901647965841
A,2022-11-21 16:00:00-05:00,1.53,10.33,-0.9626595668106824,-1.1985249875483304,-5.718333799387006
A,2022-08-16 16:00:00-04:00,1.34,10.96,-1.630461505285966,-6.058052027744073,-13.739553913722784
A,2022-05-24 16:00:00-04:00,1.13,1.3,2.882552563552612,7.243732854886711,2.4572976207602117
A,2022-02-22 16:00:00-05:00,1.21,2.74,1.7063470426326313,5.682554119213574,5.490783696091348
A,2021-11-22 16:00:00-05:00,1.21,2.86,-1.1693916426467192,-4.244678039027375,-3.5298733204873964
A,2021-08-17 16:00:00-04:00,1.1,10.6,2.852429987045761,6.305974234199057,-3.3676569533909704
A,2021-05-25 16:00:00-04:00,0.97,16.32,3.188578524834788,2.3107868012482,12.707051400289338
A,2021-02-16 16:00:00-05:00,1.06,17.7,-1.875201082273365,-3.919464812707616,-2.2902050989022267
A,2020-11-23 16:00:00-05:00,0.98,4.51,-0.2877352404558125,-0.0959209611280305,10.976965355187094
A,2020-08-18 16:00:00-04:00,0.78,16.91,-0.1837371024375275,1.3985497655629662,3.3279028091514533
A,2020-05-21 16:00:00-04:00,0.71,16.35,1.3532538207809628,5.801331092968194,5.198072801630784
APD,2026-01-30 06:00:00-05:00,3.16,3.93,2.572052194403495,5.675490349506504,5.594307012850969
APD,2025-11-06 06:00:00-05:00,3.39,0.22,-0.5043387170669146,-0.1539925093222602,-5.759591379468245
APD,2025-07-31 06:00:00-04:00,3.09,3.23,2.03371972125608,2.480905316539855,2.7577550186813595
APD,2025-05-01 06:00:00-04:00,2.69,-4.86,-1.948716003798012,-2.337727775738506,1.0121597783680378
APD,2025-02-06 06:00:00-05:00,2.86,0.67,0.0354437388533757,1.829658609766568,-5.472868731929659
APD,2024-11-07 06:00:00-05:00,3.56,2.49,0.293932565776305,1.3131494638279604,-6.211055987353258
APD,2024-08-01 06:00:00-04:00,3.2,5.3,-1.160648430888224,-1.2458115036181,2.5307103544886003
APD,2024-04-30 06:00:00-04:00,2.85,5.48,2.6106497907992248,3.6970055707950986,20.135579690781974
APD,2024-02-05 06:00:00-05:00,2.82,-6.14,-1.2244984598768645,-0.2017946505454593,9.584952734971017
APD,2023-11-07 06:00:00-05:00,3.15,1.17,1.5619665013693596,5.266778374302373,4.543502659108344
APD,2023-08-03 06:00:00-04:00,2.98,2.24,1.009021341712845,1.5328906204088122,5.308844694416309
APD,2023-05-09 06:00:00-04:00,2.74,3.11,-1.5661341187904996,-1.690705234463025,1.8900072841536968
APD,2023-02-02 06:00:00-05:00,2.64,-2.25,-0.6982053398856145,0.9823881835439592,-2.03846159218755
APD,2022-11-03 06:00:00-04:00,2.89,4.64,0.5687212551844643,4.491773750797894,13.641982814710218
APD,2022-08-04 06:00:00-04:00,2.62,0.43,-0.3312667922448442,3.1373508119741733,-5.048754256806094
APD,2022-05-05 06:00:00-04:00,2.38,0.27,-1.102543720646675,-0.8947369477531605,2.2008362453666983
APD,2022-02-04 06:00:00-05:00,2.52,0.97,-0.6172069892156663,-4.28100562814436,-7.013134477226831
APD,2021-11-04 06:00:00-04:00,2.51,0.97,1.0636498282071138,0.2230941471010586,-4.623205506217403
APD,2021-08-09 06:00:00-04:00,2.31,-2.77,0.30950943555981,1.273972946967783,-7.172427955980056
APD,2021-05-10 06:00:00-04:00,2.08,-1.64,-2.5204332574906614,-0.3691035580138954,-3.295212713975785
APD,2021-02-04 06:00:00-05:00,2.12,-3.48,0.1935641382973304,2.923166578305355,10.140239768796826
APD,2020-11-11 06:00:00-05:00,2.19,-0.7,-0.5427672736937372,1.903395286036306,1.240043785846996
APD,2020-07-23 06:00:00-04:00,2.01,1.63,1.0942746097725649,-1.6774029984765109,2.3703434673158283
ABNB,2026-02-12 16:00:00-05:00,0.56,-15.65,2.373304424413887,1.3267413519538762,1.442109618462997
ABNB,2025-11-06 16:00:00-05:00,2.21,-4.76,-0.5625416285791268,0.9430835668026152,13.294176091958697
ABNB,2025-08-06 16:00:00-04:00,1.03,9.41,0.8247920301906134,3.84070703760326,5.840208454154857
